Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_By,Canceled_Reason,Incomplete_Ride,Incomplete_Ride_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
2026-03-01,05:25:11,OLA556812,Cancelled,Cust_4780,Prime Sedan,Electronic City,MG Road,3,0,Driver,Late arrival,No,NA,0.0,Credit Card,0.0,0,0
2026-03-02,01:59:05,OLA550061,Success,Cust_3965,Auto,MG Road,Electronic City,8,9,NA,NA,No,NA,264.73,Wallet,17.65,3,5
2026-01-06,07:32:49,OLA827031,Cancelled,Cust_3397,Prime Sedan,Koramangala,HSR Layout,2,0,Customer,Driver refused,No,NA,0.0,Cash,0.0,0,0
2026-02-13,16:38:50,OLA272616,Success,Cust_2809,Lux,Indiranagar,HSR Layout,2,5,NA,NA,No,NA,831.33,Wallet,55.42,5,3
2026-01-31,00:05:27,OLA713324,Cancelled,Cust_2238,Mini,Koramangala,Airport,1,0,Customer,Changed mind,No,NA,0.0,UPI,0.0,0,0
2026-01-18,00:42:55,OLA171549,Success,Cust_1321,Prime Play,Indiranagar,Koramangala,4,31,NA,NA,No,NA,493.06,UPI,32.87,4,3
2026-02-13,01:21:26,OLA993027,Success,Cust_3807,Prime Play,Koramangala,Airport,5,43,NA,NA,No,NA,805.49,Cash,53.7,5,5
2026-01-17,17:18:21,OLA889660,Success,Cust_1700,Mini,Whitefield,Electronic City,9,29,NA,NA,No,NA,752.54,Cash,50.17,5,3
2026-03-01,20:34:08,OLA300155,Success,Cust_4879,Mini,Airport,Electronic City,12,11,NA,NA,No,NA,1110.57,Credit Card,74.04,3,4
2026-02-06,22:47:07,OLA590090,Success,Cust_797,Mini,Airport,Indiranagar,3,23,NA,NA,No,NA,690.06,Cash,46.0,5,5
2026-02-27,14:09:26,OLA859787,Incomplete,Cust_2628,Lux,Whitefield,MG Road,2,9,NA,NA,Yes,Accident,117.27,UPI,7.82,0,0
2026-02-24,03:34:15,OLA658246,Success,Cust_4904,Prime Sedan,Electronic City,Airport,4,36,NA,NA,No,NA,361.25,Wallet,24.08,4,5
2026-02-21,18:02:53,OLA168105,Success,Cust_1842,Bike,HSR Layout,Electronic City,4,21,NA,NA,No,NA,630.06,Wallet,42.0,4,3
2026-01-12,01:37:37,OLA280797,Success,Cust_4943,Prime Sedan,Koramangala,MG Road,3,17,NA,NA,No,NA,308.62,UPI,20.57,3,3
2026-01-08,18:17:28,OLA902416,Success,Cust_2984,Bike,MG Road,Electronic City,12,5,NA,NA,No,NA,315.45,Wallet,21.03,3,5
2026-01-13,19:33:21,OLA632263,Success,Cust_756,Lux,HSR Layout,MG Road,9,31,NA,NA,No,NA,771.16,UPI,51.41,4,4
2026-01-13,03:30:25,OLA709811,Success,Cust_3052,Lux,MG Road,HSR Layout,7,16,NA,NA,No,NA,1086.52,Cash,72.43,4,5
2026-02-02,07:35:00,OLA905838,Success,Cust_3741,Prime Sedan,Whitefield,Koramangala,6,43,NA,NA,No,NA,1111.7,Credit Card,74.11,3,3
2026-01-10,18:04:39,OLA398229,Success,Cust_2011,Auto,Electronic City,Airport,8,13,NA,NA,No,NA,624.62,UPI,41.64,4,5
2026-01-03,15:00:21,OLA388672,Success,Cust_4058,Prime Sedan,MG Road,Koramangala,4,24,NA,NA,No,NA,1108.58,UPI,73.91,3,3
2026-02-27,06:08:01,OLA803285,Success,Cust_2667,Mini,Airport,HSR Layout,4,44,NA,NA,No,NA,454.35,Cash,30.29,5,3
2026-01-18,20:36:36,OLA113533,Success,Cust_1747,Mini,Whitefield,MG Road,11,20,NA,NA,No,NA,538.3,Credit Card,35.89,4,3
2026-02-22,20:03:12,OLA551818,Success,Cust_1777,Auto,HSR Layout,Whitefield,5,6,NA,NA,No,NA,727.5,Cash,48.5,4,5
2026-02-28,01:24:48,OLA407433,Cancelled,Cust_2795,Prime Sedan,Koramangala,MG Road,5,0,Driver,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-03-01,12:32:35,OLA463458,Success,Cust_2233,Mini,Indiranagar,MG Road,4,37,NA,NA,No,NA,1005.38,Cash,67.03,3,5
2026-02-18,07:53:47,OLA147265,Success,Cust_2734,Lux,HSR Layout,MG Road,4,36,NA,NA,No,NA,483.56,UPI,32.24,4,4
2026-01-30,15:01:12,OLA578868,Success,Cust_733,Bike,Electronic City,Indiranagar,4,6,NA,NA,No,NA,1066.53,UPI,71.1,3,4
2026-02-15,14:07:45,OLA277835,Success,Cust_2454,Prime Play,HSR Layout,Whitefield,9,28,NA,NA,No,NA,577.75,Cash,38.52,4,5
2026-01-31,17:38:28,OLA840834,Cancelled,Cust_64,Lux,Whitefield,Airport,2,0,Customer,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-01-24,05:41:08,OLA466888,Success,Cust_2465,Prime Play,HSR Layout,Whitefield,10,40,NA,NA,No,NA,1048.58,Credit Card,69.91,5,4
2026-02-13,19:34:18,OLA871639,Cancelled,Cust_4505,Bike,Koramangala,Airport,5,0,Customer,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-02-07,04:00:28,OLA759232,Success,Cust_808,Prime Sedan,Koramangala,Electronic City,12,39,NA,NA,No,NA,316.16,Credit Card,21.08,3,4
2026-02-27,14:38:23,OLA722796,Incomplete,Cust_1264,Bike,Electronic City,Koramangala,5,9,NA,NA,Yes,Vehicle Breakdown,87.16,Credit Card,5.81,0,0
2026-02-05,14:45:52,OLA904459,Cancelled,Cust_4395,Auto,HSR Layout,Koramangala,2,0,Driver,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-02-23,23:28:51,OLA177591,Cancelled,Cust_532,Bike,Indiranagar,MG Road,2,0,Customer,Driver refused,No,NA,0.0,Cash,0.0,0,0
2026-02-08,00:15:25,OLA799216,Success,Cust_127,Auto,Whitefield,MG Road,10,40,NA,NA,No,NA,711.58,Wallet,47.44,4,3
2026-02-07,13:28:34,OLA495950,Success,Cust_3667,Mini,Electronic City,HSR Layout,6,22,NA,NA,No,NA,1172.64,Cash,78.18,3,5
2026-01-25,01:57:05,OLA222923,Success,Cust_2982,Prime Play,Indiranagar,Electronic City,11,40,NA,NA,No,NA,233.46,UPI,15.56,3,5
2026-02-23,17:29:07,OLA359885,Success,Cust_4893,Mini,HSR Layout,Airport,9,45,NA,NA,No,NA,471.66,Cash,31.44,5,3
2026-01-13,02:44:12,OLA194353,Success,Cust_1314,Lux,Koramangala,HSR Layout,12,33,NA,NA,No,NA,555.38,Cash,37.03,5,5
2026-01-13,09:06:04,OLA409080,Success,Cust_3941,Lux,Electronic City,MG Road,5,27,NA,NA,No,NA,1132.94,Credit Card,75.53,5,4
2026-01-08,14:52:11,OLA813986,Success,Cust_4179,Mini,Koramangala,Electronic City,4,7,NA,NA,No,NA,1068.23,Cash,71.22,4,4
2026-02-15,07:32:47,OLA348249,Success,Cust_4413,Prime Play,Indiranagar,Koramangala,12,37,NA,NA,No,NA,378.61,UPI,25.24,5,5
2026-02-04,15:07:58,OLA936586,Success,Cust_3185,Mini,Koramangala,HSR Layout,8,16,NA,NA,No,NA,1183.96,UPI,78.93,3,5
2026-02-05,14:28:31,OLA221362,Success,Cust_4969,Bike,Indiranagar,MG Road,7,22,NA,NA,No,NA,659.09,Wallet,43.94,3,4
2026-01-27,23:40:59,OLA585408,Success,Cust_2589,Prime Play,Airport,Indiranagar,12,24,NA,NA,No,NA,1053.4,UPI,70.23,5,4
2026-02-06,01:36:20,OLA931520,Cancelled,Cust_841,Bike,Koramangala,Airport,4,0,Driver,Changed mind,No,NA,0.0,UPI,0.0,0,0
2026-01-16,02:39:12,OLA629733,Success,Cust_4121,Prime Sedan,HSR Layout,Koramangala,12,13,NA,NA,No,NA,983.34,Cash,65.56,3,5
2026-01-13,11:13:41,OLA723595,Cancelled,Cust_3317,Mini,Whitefield,Airport,1,0,Driver,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-02-18,08:19:49,OLA825696,Success,Cust_3942,Mini,MG Road,HSR Layout,11,5,NA,NA,No,NA,690.53,Credit Card,46.04,5,3
2026-02-10,04:06:19,OLA623129,Success,Cust_1963,Bike,HSR Layout,Whitefield,12,23,NA,NA,No,NA,315.3,Wallet,21.02,5,5
2026-02-18,13:39:09,OLA957413,Cancelled,Cust_2272,Bike,Electronic City,HSR Layout,1,0,Customer,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-02-07,09:56:24,OLA444502,Success,Cust_2654,Mini,Electronic City,Indiranagar,5,27,NA,NA,No,NA,390.91,UPI,26.06,5,4
2026-02-18,14:56:09,OLA334098,Success,Cust_2290,Mini,Indiranagar,Koramangala,11,24,NA,NA,No,NA,580.62,Cash,38.71,5,4
2026-02-26,09:46:07,OLA511046,Success,Cust_4700,Bike,MG Road,Indiranagar,9,45,NA,NA,No,NA,206.87,Cash,13.79,5,4
2026-02-21,19:23:38,OLA473708,Success,Cust_186,Mini,Indiranagar,Koramangala,5,30,NA,NA,No,NA,438.41,Cash,29.23,4,5
2026-02-16,23:06:38,OLA169267,Success,Cust_4941,Bike,HSR Layout,Whitefield,9,36,NA,NA,No,NA,852.87,Wallet,56.86,4,4
2026-02-25,13:46:34,OLA162982,Cancelled,Cust_1586,Auto,HSR Layout,Indiranagar,1,0,Driver,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-03-02,18:16:52,OLA620213,Cancelled,Cust_2402,Auto,Airport,MG Road,3,0,Driver,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-02-07,12:59:43,OLA895163,Success,Cust_126,Mini,Electronic City,Airport,12,16,NA,NA,No,NA,1183.63,Credit Card,78.91,5,5
2026-01-18,01:00:37,OLA111487,Success,Cust_3986,Auto,Indiranagar,Koramangala,9,38,NA,NA,No,NA,909.8,UPI,60.65,5,3
2026-01-29,21:13:45,OLA377146,Success,Cust_3995,Bike,Indiranagar,Airport,4,41,NA,NA,No,NA,1145.17,Credit Card,76.34,5,3
2026-01-23,17:44:57,OLA418704,Success,Cust_184,Auto,MG Road,Airport,9,25,NA,NA,No,NA,913.93,Credit Card,60.93,4,3
2026-01-12,04:34:11,OLA878244,Success,Cust_2961,Bike,Indiranagar,Koramangala,4,37,NA,NA,No,NA,513.94,Cash,34.26,5,5
2026-01-24,15:36:54,OLA786161,Success,Cust_2263,Prime Play,Koramangala,Electronic City,5,35,NA,NA,No,NA,481.67,Credit Card,32.11,5,5
2026-01-29,01:42:22,OLA307383,Success,Cust_4517,Auto,Koramangala,Indiranagar,11,37,NA,NA,No,NA,553.33,Wallet,36.89,5,4
2026-01-31,00:35:36,OLA249305,Success,Cust_2269,Bike,Whitefield,Airport,9,23,NA,NA,No,NA,521.95,Credit Card,34.8,5,3
2026-02-16,07:55:31,OLA939331,Cancelled,Cust_3186,Auto,Koramangala,Whitefield,4,0,Customer,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-01-29,23:39:12,OLA753984,Success,Cust_2302,Lux,Koramangala,Airport,10,43,NA,NA,No,NA,559.2,UPI,37.28,4,5
2026-01-15,10:27:21,OLA845776,Success,Cust_2060,Mini,MG Road,Whitefield,4,24,NA,NA,No,NA,495.65,Credit Card,33.04,3,3
2026-01-22,01:28:47,OLA489034,Success,Cust_2384,Prime Play,Koramangala,MG Road,4,34,NA,NA,No,NA,200.17,UPI,13.34,3,3
2026-01-17,18:40:21,OLA194867,Cancelled,Cust_2864,Prime Sedan,Electronic City,Whitefield,3,0,Customer,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-01-07,09:30:57,OLA285021,Success,Cust_4716,Mini,HSR Layout,Whitefield,9,28,NA,NA,No,NA,563.96,Credit Card,37.6,3,5
2026-02-06,06:40:54,OLA511439,Success,Cust_2447,Lux,Indiranagar,HSR Layout,3,42,NA,NA,No,NA,785.21,UPI,52.35,5,5
2026-01-08,20:10:42,OLA775247,Incomplete,Cust_907,Prime Play,Koramangala,Electronic City,8,10,NA,NA,Yes,Accident,156.19,UPI,10.41,0,0
2026-02-13,21:15:40,OLA642886,Incomplete,Cust_237,Mini,Electronic City,Airport,9,7,NA,NA,Yes,Medical Emergency,73.7,Credit Card,4.91,0,0
2026-01-29,22:18:42,OLA765648,Success,Cust_2359,Prime Sedan,Koramangala,Indiranagar,3,12,NA,NA,No,NA,536.92,Wallet,35.79,4,3
2026-02-20,07:44:14,OLA375818,Incomplete,Cust_2078,Bike,MG Road,Whitefield,7,8,NA,NA,Yes,Medical Emergency,183.26,Wallet,12.22,0,0
2026-01-23,19:22:04,OLA543796,Success,Cust_3217,Bike,Whitefield,Airport,7,5,NA,NA,No,NA,474.05,Cash,31.6,5,4
2026-01-25,11:06:25,OLA150556,Success,Cust_580,Mini,HSR Layout,Airport,6,19,NA,NA,No,NA,504.37,Credit Card,33.62,3,3
2026-01-03,05:27:20,OLA651351,Success,Cust_3052,Bike,Airport,Whitefield,10,32,NA,NA,No,NA,454.14,UPI,30.28,4,5
2026-02-09,16:17:45,OLA189273,Success,Cust_900,Bike,Indiranagar,Whitefield,11,13,NA,NA,No,NA,162.14,UPI,10.81,4,3
2026-01-25,08:55:44,OLA216699,Success,Cust_2843,Lux,Airport,Koramangala,12,32,NA,NA,No,NA,351.67,UPI,23.44,3,4
2026-01-23,07:24:24,OLA382294,Cancelled,Cust_805,Bike,HSR Layout,Airport,4,0,Driver,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-02-10,06:58:32,OLA158911,Success,Cust_3816,Prime Play,MG Road,Koramangala,10,32,NA,NA,No,NA,750.33,Cash,50.02,4,3
2026-02-23,08:23:20,OLA397414,Success,Cust_2182,Prime Sedan,MG Road,Indiranagar,9,43,NA,NA,No,NA,722.98,Credit Card,48.2,3,4
2026-02-27,15:45:32,OLA959786,Success,Cust_540,Mini,MG Road,Koramangala,5,30,NA,NA,No,NA,867.69,Wallet,57.85,5,3
2026-02-19,09:53:31,OLA385180,Cancelled,Cust_2115,Mini,HSR Layout,Electronic City,5,0,Customer,Driver refused,No,NA,0.0,Cash,0.0,0,0
2026-01-16,03:13:02,OLA746515,Success,Cust_4639,Mini,Electronic City,Koramangala,9,11,NA,NA,No,NA,969.15,Credit Card,64.61,3,4
2026-01-27,23:50:24,OLA405151,Success,Cust_726,Prime Sedan,Whitefield,Electronic City,11,38,NA,NA,No,NA,544.54,Credit Card,36.3,3,5
2026-01-01,01:13:18,OLA698918,Success,Cust_760,Auto,Airport,HSR Layout,10,11,NA,NA,No,NA,353.24,Wallet,23.55,4,3
2026-02-28,03:43:45,OLA795655,Success,Cust_3728,Lux,Airport,Koramangala,2,18,NA,NA,No,NA,240.69,UPI,16.05,4,3
2026-02-23,17:07:32,OLA355888,Cancelled,Cust_3668,Mini,Koramangala,HSR Layout,3,0,Customer,Driver refused,No,NA,0.0,Wallet,0.0,0,0
2026-01-18,02:19:43,OLA296771,Incomplete,Cust_3950,Mini,Indiranagar,Electronic City,10,2,NA,NA,Yes,Accident,103.6,Credit Card,6.91,0,0
2026-01-30,10:36:50,OLA421225,Cancelled,Cust_118,Prime Sedan,MG Road,Koramangala,4,0,Driver,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-02-04,13:28:25,OLA288071,Success,Cust_3712,Auto,Electronic City,Whitefield,10,41,NA,NA,No,NA,1197.7,Credit Card,79.85,5,4
2026-02-05,04:06:04,OLA770519,Success,Cust_4292,Prime Play,Whitefield,Electronic City,8,40,NA,NA,No,NA,248.68,Wallet,16.58,4,5
2026-02-13,03:11:41,OLA469065,Success,Cust_4410,Mini,Indiranagar,MG Road,2,17,NA,NA,No,NA,1054.07,Cash,70.27,5,4
2026-02-28,14:36:19,OLA451897,Success,Cust_4758,Prime Play,Electronic City,Whitefield,12,41,NA,NA,No,NA,656.12,Cash,43.74,5,5
2026-01-10,15:43:45,OLA971390,Success,Cust_3607,Prime Play,Koramangala,Electronic City,6,39,NA,NA,No,NA,686.74,Credit Card,45.78,5,4
2026-02-15,09:03:01,OLA775543,Cancelled,Cust_3040,Lux,MG Road,Airport,3,0,Customer,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-01-29,06:38:18,OLA336817,Success,Cust_1458,Prime Sedan,Indiranagar,MG Road,3,41,NA,NA,No,NA,687.48,Credit Card,45.83,5,3
2026-02-21,15:11:44,OLA635507,Success,Cust_2489,Prime Play,Indiranagar,Whitefield,4,24,NA,NA,No,NA,952.69,Cash,63.51,5,5
2026-01-08,09:31:27,OLA676943,Success,Cust_2532,Mini,Whitefield,Koramangala,7,25,NA,NA,No,NA,1096.2,Wallet,73.08,4,4
2026-01-15,06:53:58,OLA779905,Success,Cust_3723,Prime Sedan,MG Road,HSR Layout,6,22,NA,NA,No,NA,550.6,Credit Card,36.71,3,5
2026-02-25,08:36:35,OLA887505,Success,Cust_2420,Prime Play,Koramangala,Electronic City,11,39,NA,NA,No,NA,763.21,UPI,50.88,5,3
2026-01-27,14:21:59,OLA212297,Cancelled,Cust_3693,Prime Sedan,Indiranagar,Koramangala,1,0,Customer,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-01-14,13:28:13,OLA399748,Success,Cust_1738,Mini,Airport,Indiranagar,5,40,NA,NA,No,NA,146.63,Wallet,9.78,5,3
2026-01-31,19:30:53,OLA324817,Success,Cust_1657,Lux,MG Road,Airport,10,38,NA,NA,No,NA,910.2,Wallet,60.68,3,3
2026-01-29,10:15:37,OLA834410,Success,Cust_2969,Bike,Indiranagar,HSR Layout,12,42,NA,NA,No,NA,977.34,Credit Card,65.16,5,4
2026-02-10,01:19:00,OLA791597,Incomplete,Cust_4223,Prime Sedan,Whitefield,HSR Layout,9,7,NA,NA,Yes,Accident,50.05,Credit Card,3.34,0,0
2026-01-29,02:54:55,OLA498632,Incomplete,Cust_714,Bike,Koramangala,Airport,6,9,NA,NA,Yes,Medical Emergency,181.51,Credit Card,12.1,0,0
2026-01-24,06:01:18,OLA612653,Success,Cust_3503,Bike,Whitefield,HSR Layout,11,20,NA,NA,No,NA,900.8,Cash,60.05,3,4
2026-01-06,23:56:56,OLA817164,Success,Cust_4580,Lux,Airport,Electronic City,12,45,NA,NA,No,NA,937.82,UPI,62.52,4,3
2026-02-25,08:41:42,OLA947150,Success,Cust_3727,Bike,MG Road,HSR Layout,5,13,NA,NA,No,NA,180.97,Credit Card,12.06,3,5
2026-01-08,03:18:18,OLA522073,Incomplete,Cust_3458,Prime Sedan,Airport,Electronic City,6,6,NA,NA,Yes,Vehicle Breakdown,102.89,Wallet,6.86,0,0
2026-02-23,11:20:35,OLA236200,Cancelled,Cust_1361,Bike,Electronic City,MG Road,2,0,Driver,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-01-13,09:47:57,OLA236485,Success,Cust_145,Lux,HSR Layout,Airport,7,39,NA,NA,No,NA,1162.37,Cash,77.49,5,5
2026-01-17,08:15:42,OLA805232,Success,Cust_1457,Mini,HSR Layout,Indiranagar,11,10,NA,NA,No,NA,154.01,Credit Card,10.27,5,4
2026-01-30,16:35:36,OLA263335,Success,Cust_2166,Lux,Airport,MG Road,8,31,NA,NA,No,NA,176.23,UPI,11.75,5,3
2026-01-08,23:25:25,OLA202590,Success,Cust_1107,Bike,HSR Layout,Airport,8,29,NA,NA,No,NA,980.88,Credit Card,65.39,5,3
2026-02-14,09:24:00,OLA109298,Success,Cust_3353,Bike,Airport,Indiranagar,9,23,NA,NA,No,NA,110.59,Cash,7.37,4,3
2026-01-15,20:45:44,OLA360397,Success,Cust_3762,Mini,Whitefield,Indiranagar,10,35,NA,NA,No,NA,554.98,Wallet,37.0,4,3
2026-01-27,13:28:28,OLA205100,Success,Cust_642,Lux,MG Road,Indiranagar,12,35,NA,NA,No,NA,550.66,Cash,36.71,4,3
2026-02-02,22:28:07,OLA181247,Success,Cust_1536,Auto,Koramangala,Whitefield,9,31,NA,NA,No,NA,643.33,Cash,42.89,5,4
2026-02-26,02:33:58,OLA492851,Success,Cust_3621,Lux,Electronic City,MG Road,9,29,NA,NA,No,NA,212.77,UPI,14.18,3,4
2026-02-28,12:34:23,OLA471822,Incomplete,Cust_4576,Lux,Indiranagar,Electronic City,4,9,NA,NA,Yes,Medical Emergency,187.17,Wallet,12.48,0,0
2026-02-21,08:43:39,OLA906455,Success,Cust_2107,Lux,HSR Layout,Electronic City,9,15,NA,NA,No,NA,361.23,Wallet,24.08,5,5
2026-01-11,18:50:33,OLA736407,Success,Cust_3756,Prime Sedan,Whitefield,Indiranagar,8,14,NA,NA,No,NA,181.71,Wallet,12.11,5,4
2026-02-07,19:28:32,OLA937648,Success,Cust_1542,Mini,HSR Layout,Koramangala,12,27,NA,NA,No,NA,1024.24,Wallet,68.28,5,5
2026-01-08,06:54:55,OLA658195,Success,Cust_4357,Bike,MG Road,Koramangala,5,32,NA,NA,No,NA,664.16,UPI,44.28,4,3
2026-01-31,05:14:12,OLA137368,Success,Cust_2602,Lux,HSR Layout,Koramangala,9,7,NA,NA,No,NA,1107.54,Wallet,73.84,3,5
2026-01-09,04:08:41,OLA749339,Cancelled,Cust_1632,Lux,HSR Layout,MG Road,2,0,Customer,Driver refused,No,NA,0.0,Cash,0.0,0,0
2026-01-01,09:24:18,OLA229913,Cancelled,Cust_252,Prime Sedan,MG Road,HSR Layout,4,0,Customer,Late arrival,No,NA,0.0,Credit Card,0.0,0,0
2026-03-01,02:21:31,OLA882086,Success,Cust_4460,Prime Sedan,MG Road,Airport,2,21,NA,NA,No,NA,488.35,UPI,32.56,3,3
2026-01-14,10:59:08,OLA488463,Cancelled,Cust_1009,Prime Play,MG Road,Airport,2,0,Driver,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-02-09,22:05:59,OLA521495,Cancelled,Cust_2656,Lux,Indiranagar,Koramangala,3,0,Customer,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-02-07,14:30:03,OLA772610,Success,Cust_4437,Bike,MG Road,Whitefield,8,18,NA,NA,No,NA,452.13,Credit Card,30.14,4,5
2026-01-22,04:19:38,OLA446515,Success,Cust_2322,Prime Sedan,HSR Layout,Indiranagar,10,43,NA,NA,No,NA,182.73,Cash,12.18,4,5
2026-01-30,11:43:51,OLA207755,Success,Cust_4082,Auto,Electronic City,Indiranagar,11,8,NA,NA,No,NA,558.68,Credit Card,37.25,3,4
2026-02-02,03:37:05,OLA405585,Success,Cust_3246,Mini,HSR Layout,Whitefield,8,28,NA,NA,No,NA,146.87,Wallet,9.79,3,4
2026-01-21,19:22:19,OLA943820,Success,Cust_1605,Bike,Airport,HSR Layout,12,41,NA,NA,No,NA,1043.48,Wallet,69.57,4,5
2026-01-28,14:56:44,OLA908759,Success,Cust_1000,Auto,Indiranagar,Airport,2,20,NA,NA,No,NA,111.79,Credit Card,7.45,3,4
2026-01-13,06:38:32,OLA922590,Success,Cust_3164,Auto,Koramangala,Airport,6,33,NA,NA,No,NA,1084.53,Credit Card,72.3,4,5
2026-01-18,03:03:27,OLA314945,Success,Cust_3412,Lux,HSR Layout,Whitefield,10,42,NA,NA,No,NA,838.41,UPI,55.89,4,3
2026-01-07,08:28:26,OLA103175,Success,Cust_3526,Prime Sedan,Whitefield,Koramangala,12,37,NA,NA,No,NA,369.18,Cash,24.61,5,4
2026-01-10,07:22:31,OLA462938,Cancelled,Cust_245,Prime Sedan,Indiranagar,Electronic City,2,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-18,16:28:30,OLA449742,Success,Cust_4387,Lux,Electronic City,Indiranagar,5,21,NA,NA,No,NA,585.65,Wallet,39.04,4,5
2026-01-04,03:20:59,OLA183904,Success,Cust_3696,Mini,Airport,Indiranagar,9,40,NA,NA,No,NA,628.39,Credit Card,41.89,3,3
2026-01-21,20:17:19,OLA861050,Success,Cust_1076,Bike,Whitefield,Airport,10,21,NA,NA,No,NA,498.66,Cash,33.24,5,4
2026-02-04,18:24:25,OLA660104,Success,Cust_4596,Prime Sedan,Indiranagar,MG Road,4,27,NA,NA,No,NA,931.48,Credit Card,62.1,3,5
2026-01-10,08:25:08,OLA990028,Success,Cust_3193,Prime Sedan,Indiranagar,Electronic City,7,7,NA,NA,No,NA,787.02,Cash,52.47,3,4
2026-02-14,12:27:20,OLA438200,Success,Cust_1108,Prime Sedan,Koramangala,Indiranagar,4,28,NA,NA,No,NA,1109.61,Cash,73.97,5,3
2026-01-13,07:40:44,OLA589917,Success,Cust_4332,Bike,MG Road,Electronic City,10,25,NA,NA,No,NA,477.8,UPI,31.85,3,3
2026-01-01,23:54:49,OLA297583,Success,Cust_3345,Auto,Airport,Indiranagar,10,45,NA,NA,No,NA,383.2,Cash,25.55,3,3
2026-02-21,22:04:50,OLA293124,Success,Cust_2908,Prime Sedan,Whitefield,Airport,2,7,NA,NA,No,NA,328.77,Credit Card,21.92,3,4
2026-02-04,10:45:58,OLA713390,Cancelled,Cust_3831,Prime Sedan,Airport,Electronic City,2,0,Customer,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-02-18,11:33:46,OLA478398,Success,Cust_3795,Prime Sedan,Whitefield,MG Road,10,5,NA,NA,No,NA,957.44,Cash,63.83,3,4
2026-01-03,07:37:44,OLA617929,Success,Cust_2630,Prime Sedan,Indiranagar,HSR Layout,2,42,NA,NA,No,NA,515.92,Credit Card,34.39,3,3
2026-01-03,07:04:24,OLA611770,Success,Cust_433,Bike,Indiranagar,Whitefield,8,13,NA,NA,No,NA,877.68,Wallet,58.51,3,5
2026-02-28,15:47:13,OLA768923,Success,Cust_4092,Lux,Electronic City,Indiranagar,5,18,NA,NA,No,NA,259.75,UPI,17.32,5,3
2026-01-16,07:21:22,OLA473931,Cancelled,Cust_1742,Mini,Electronic City,Koramangala,5,0,Customer,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-02-23,17:29:17,OLA193310,Success,Cust_2625,Bike,Electronic City,Whitefield,4,6,NA,NA,No,NA,187.48,Credit Card,12.5,4,5
2026-02-08,14:59:33,OLA354771,Success,Cust_2832,Bike,Electronic City,HSR Layout,10,36,NA,NA,No,NA,553.53,Credit Card,36.9,5,4
2026-02-10,16:50:27,OLA164807,Cancelled,Cust_4564,Lux,Airport,Indiranagar,1,0,Driver,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-02-08,22:24:12,OLA948206,Success,Cust_1822,Prime Play,Airport,Indiranagar,9,43,NA,NA,No,NA,397.26,UPI,26.48,3,4
2026-01-29,14:03:13,OLA386480,Success,Cust_987,Bike,HSR Layout,Electronic City,2,26,NA,NA,No,NA,565.04,Credit Card,37.67,4,3
2026-01-05,21:43:29,OLA222119,Success,Cust_1373,Mini,Koramangala,Indiranagar,12,20,NA,NA,No,NA,488.82,Credit Card,32.59,4,4
2026-01-13,23:44:44,OLA825934,Success,Cust_1489,Bike,Koramangala,HSR Layout,2,41,NA,NA,No,NA,840.19,Credit Card,56.01,3,4
2026-02-18,17:46:09,OLA587091,Success,Cust_917,Prime Sedan,HSR Layout,Koramangala,5,6,NA,NA,No,NA,235.15,Credit Card,15.68,4,5
2026-01-31,07:38:33,OLA917011,Incomplete,Cust_2109,Auto,MG Road,Electronic City,6,7,NA,NA,Yes,Accident,173.16,UPI,11.54,0,0
2026-02-17,01:28:38,OLA226040,Success,Cust_2637,Auto,Indiranagar,Airport,2,42,NA,NA,No,NA,781.58,Credit Card,52.11,4,3
2026-01-25,07:41:34,OLA283283,Success,Cust_3588,Mini,Electronic City,HSR Layout,3,42,NA,NA,No,NA,181.93,Credit Card,12.13,3,5
2026-01-18,11:26:03,OLA176399,Success,Cust_2408,Prime Play,Whitefield,HSR Layout,5,14,NA,NA,No,NA,995.53,Wallet,66.37,3,3
